Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
52_PrFP_past.txt,1,120,26.1,1,99,45.29,15,13.33,97.5,79.17,64.17,16.67,15,14.17,0,0,0,0.83,1.67,16.67,9.17,0,14.17,8.33,8.33,10.83,4.17,16.67,9.17,3.33,3.33,0.83,1.67,0.83,17.5,1.67,15.83,6.67,0,2.5,0.83,2.5,4.17,0,9.17,5,3.33,4.17,3.33,0,0,0,0,0,7.5,2.5,1.67,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1.67,0,0.83,0,0.83,0,4.17,2.5,2.5,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0.83,10,10,0.83,0,5.83,0,0,3.33,5.83,7.5,6.67,2.5,0,0,0,0,0,10,5.83,0,0,0,2.5,1.67
52_PrFP_present.txt,1,135,25.65,1,96.53,1,22.5,22.96,96.3,78.52,60.74,14.07,9.63,8.15,0,0.74,0,0.74,4.44,14.07,4.44,2.22,14.81,12.59,7.41,6.67,3.7,22.22,10.37,2.96,3.7,2.22,1.48,0,20.74,1.48,19.26,5.93,2.96,0.74,1.48,0.74,6.67,0,12.59,2.96,8.89,8.89,1.48,6.67,3.7,1.48,1.48,0,5.93,0.74,0,0,0,0.74,0,3.7,0.74,0.74,0.74,0,0.74,0,0,0.74,2.96,1.48,0.74,0.74,0,0,4.44,2.96,2.22,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.74,5.93,9.63,0,0,4.44,1.48,0,3.7,3.7,11.11,2.22,0,0,0,0,0,0,16.3,3.7,5.93,0,0,2.22,4.44
53_PrFP_future.txt,1,189,37.85,1.89,99,20.23,18.9,13.23,94.18,77.78,62.96,11.64,6.88,6.35,0,0,0,0.53,4.76,13.76,8.47,1.06,13.76,11.64,11.64,6.88,1.06,19.05,6.88,6.35,1.59,0.53,1.06,0,16.4,0.53,15.87,5.82,1.06,0.53,3.17,0,6.35,0,7.41,3.7,3.7,1.06,0.53,0.53,0.53,0,0,0,2.65,1.06,0,0,0,0,1.06,1.59,0,0,0,0,0,0,0,0,2.12,0.53,0.53,1.06,0,0,2.65,1.59,1.59,0,0,0,0,0,0.53,0,0,1.59,0,0.53,0,0.53,1.06,1.06,11.11,13.23,0.53,1.59,7.94,0.53,0,2.65,8.99,5.29,10.05,0,0,0,0,0,0,14.29,4.76,0,0,0.53,2.12,6.88
53_PrFP_past.txt,1,105,54.01,8.09,99,49.34,11.67,12.38,92.38,78.1,55.24,16.19,13.33,10.48,1.9,0,0,0,2.86,12.38,3.81,0.95,17.14,6.67,5.71,6.67,0.95,21.9,8.57,6.67,3.81,2.86,0.95,0,16.19,0.95,15.24,8.57,2.86,1.9,1.9,0,1.9,0.95,3.81,2.86,0.95,0.95,0,0.95,0.95,0,0,0,4.76,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,5.71,0,0,5.71,0,0,0.95,0.95,0.95,0,0,0,0,0,0,0,0,3.81,0,0,0,0.95,0,0,10.48,10.48,0,1.9,4.76,0.95,0,4.76,8.57,8.57,2.86,2.86,0,0,0,0,0,11.43,8.57,0,0,0,0.95,1.9
53_PrFP_present.txt,1,239,20.11,1,98.46,4.19,11.95,12.97,94.14,80.75,62.34,23.01,15.48,13.81,0,0,1.26,0.42,7.53,17.15,5.86,0.84,12.55,10.04,5.86,4.6,2.51,22.18,8.37,4.18,2.09,1.67,0.42,0,12.97,0.84,12.13,3.77,2.93,2.09,0.84,0,3.35,0,5.44,1.67,3.77,2.09,0,2.09,0.42,1.26,0,0,6.28,1.67,0.84,0,0,0,0,3.35,0,1.26,1.26,0,0,0,0,0,2.09,0,0,2.09,0,0,3.35,2.51,2.51,0,0,0,0,0,0,0.84,0,0.42,0,0,0,0,0.42,0,11.72,8.37,0,2.93,3.77,0.42,0,1.67,5.86,6.69,7.11,1.26,0.42,0.42,0,0,0,12.13,9.21,0.84,0,0,0.84,1.26
54_PFPr_future.txt,1,179,6.73,1.82,94.26,6.03,35.8,12.29,93.3,81.56,68.16,17.32,6.7,5.03,1.68,0,0,0,10.61,12.85,4.47,1.12,13.41,14.53,10.61,8.94,2.79,25.14,5.03,6.7,2.79,1.68,1.12,0,26.82,3.35,23.46,4.47,5.59,1.68,3.91,2.79,7.82,0,3.35,0.56,2.23,1.12,0,0.56,0.56,0,0,0,3.35,1.68,0,0,0,0,1.68,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,1.68,1.68,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0.56,3.35,7.82,0,1.12,6.15,0,0,0.56,3.91,6.15,8.94,1.12,0,0,0,0,0,16.2,2.79,7.82,0,0,3.91,1.68
54_PFPr_past.txt,1,128,19.03,6.12,99,12.13,25.6,18.75,92.97,75.78,62.5,17.19,10.16,6.25,3.13,0,0,0.78,7.03,10.94,4.69,0,14.84,8.59,9.38,10.16,2.34,14.84,7.81,3.13,4.69,3.13,0,1.56,23.44,1.56,21.88,8.59,3.91,0.78,3.13,0.78,7.81,0.78,3.91,0.78,1.56,2.34,0.78,0,0,0,0,0,5.47,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0.78,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,0,6.25,7.81,0,0,3.91,0,0,3.91,9.38,5.47,7.03,0,0.78,0,0,0,0.78,23.44,3.13,12.5,0,0,3.13,4.69
54_PFPr_present.txt,1,165,28.02,2.39,98.58,1,27.5,10.3,94.55,82.42,66.06,13.94,4.85,4.85,0,0,0,0,9.09,16.97,7.88,0.61,15.15,12.73,9.09,7.88,3.64,23.03,7.88,6.06,1.82,0,0.61,1.21,20.61,4.85,15.15,5.45,3.03,0,1.21,1.82,4.24,0,6.67,0.61,6.06,3.03,0,3.03,2.42,0,0,0,2.42,1.21,0,0,0,0,0.61,1.21,0,0,0,0,0,0,0,0,1.21,0,0.61,0,0,0.61,1.82,1.21,1.21,0,0,0,0,0,0,0,0.61,0,1.21,0,0,0,0,0,6.67,9.7,0.61,0,7.27,0.61,0,1.82,8.48,12.73,2.42,5.45,1.21,0,1.21,0,0,15.15,3.03,8.48,0,0,1.21,2.42
56_PFPr_future.txt,1,173,29.4,5.01,99,46.42,19.22,10.4,95.38,80.92,68.79,17.92,10.4,8.67,1.16,0,0,0.58,7.51,12.72,5.78,0,17.34,10.4,10.98,7.51,0,17.92,7.51,7.51,5.2,1.16,2.89,1.16,12.14,0.58,11.56,5.2,1.73,0,0,1.73,3.47,0,2.89,2.31,0.58,1.16,1.16,0,0,0,0,0,3.47,0.58,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0.58,0.58,0,0,0,0,0.58,0.58,0.58,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,13.29,14.45,0,2.89,9.83,1.16,0,1.73,6.94,8.09,5.2,0.58,0,0,0,0,0,8.09,5.2,0.58,0,0,1.16,1.16
56_PFPr_past.txt,1,218,52.92,25.26,91.51,3.49,16.77,16.06,96.79,76.15,63.3,18.35,12.39,9.17,3.21,0,0,0,5.96,15.6,8.26,0,16.06,8.26,5.96,6.88,0.46,17.43,4.59,1.83,8.26,4.59,2.29,1.83,8.26,0.46,7.34,2.29,0.92,0.46,0,1.83,0.92,0,7.8,2.75,5.05,3.21,0.92,2.29,1.38,0,0.46,0,6.42,1.83,0.46,0,0,0,0.46,4.59,0,0,0,0,0,0,0,0,6.42,1.38,0,5.05,0,0,3.21,2.75,2.29,0,0.46,0,0,0,0,0.46,0,1.38,0,0,0.46,0,0.46,0,8.26,9.17,0.92,2.29,5.05,0.46,0,0.92,6.42,9.17,0.92,3.67,0,0,0,0,0,7.34,5.96,0.46,0,0,0,0.92
56_PFPr_present.txt,1,141,14.53,1,99,20.23,17.63,14.18,99.29,78.72,66.67,20.57,14.89,14.18,0.71,0,0,0,5.67,12.06,5.67,0,13.48,12.06,6.38,8.51,2.13,19.15,6.38,3.55,6.38,3.55,2.84,0,14.89,0,14.89,5.67,3.55,0,1.42,1.42,3.55,0.71,8.51,4.26,4.26,4.26,2.13,2.13,0.71,0.71,0.71,0,4.26,0,0,0,0,0,0,2.84,0,1.42,0,0,0,0,0,0,1.42,0,0,0,1.42,0,1.42,1.42,1.42,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,9.93,7.09,0,0.71,3.55,0.71,0,0.71,4.26,10.64,1.42,1.42,0,0,0,0,0,9.22,5.67,0.71,0,0,1.42,1.42
58_PFPr_future.txt,1,140,19.6,4.95,98.85,53.43,17.5,16.43,92.86,78.57,65,14.29,12.14,10,1.43,0,0,0.71,2.14,12.86,7.14,0,13.57,9.29,9.29,14.29,1.43,17.14,7.86,5,2.14,1.43,0.71,0,12.86,0.71,12.14,5,1.43,0.71,2.14,0.71,2.86,0,5,3.57,1.43,1.43,1.43,0,0,0,0,0,8.57,2.86,1.43,0,0.71,0,0.71,3.57,0,0,0,0,0,0,0,0,2.14,0,1.43,0,0.71,0,4.29,3.57,2.86,0,0.71,0,0,0,0,0,0.71,0.71,0,0,0,0,0,0,12.14,7.14,0.71,0.71,5.71,0,0,0,7.14,2.86,4.29,0.71,0.71,0.71,0,0,0,10,5,1.43,0,0,2.14,1.43
58_PFPr_past.txt,1,109,3.05,8.75,80.89,1,15.57,19.27,97.25,87.16,73.39,16.51,11.01,5.5,3.67,0,0,0.92,5.5,8.26,4.59,0,17.43,12.84,16.51,11.93,5.5,22.94,5.5,2.75,3.67,3.67,0,0,26.61,5.5,20.18,2.75,0,1.83,6.42,0.92,8.26,0,8.26,1.83,6.42,4.59,0.92,3.67,2.75,0,0,0,10.09,1.83,0,0,0,0,0.92,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,2.75,2.75,0,0,0,0,0,0,3.67,0,0,1.83,0,0,0,0,0,8.26,6.42,0.92,0,0.92,1.83,0,2.75,7.34,11.93,4.59,0.92,0,0,0,0,0,12.84,6.42,0.92,0,0,1.83,3.67
58_PFPr_present.txt,1,143,17.92,2.07,97.2,64.31,17.88,16.78,95.1,81.12,65.73,16.08,12.59,11.19,0,0,0,1.4,3.5,9.79,3.5,0,15.38,9.09,9.79,11.19,1.4,18.88,8.39,4.2,2.8,1.4,0.7,0.7,15.38,1.4,13.99,2.8,2.8,1.4,0,3.5,3.5,0,7.69,4.9,2.1,3.5,2.1,0.7,0,0,0.7,0,6.99,2.8,0,0,0.7,0,2.1,4.2,1.4,0,0,0,0.7,0,0,0.7,2.1,2.1,0,0,0,0,2.8,1.4,0.7,0,0.7,0,0,0.7,0,2.1,0.7,0.7,0,0,0,0,0,0,3.5,9.09,0,1.4,5.59,0,0,2.1,5.59,10.49,1.4,0.7,0,0,0,0,0,8.39,4.9,2.1,0,0,0,1.4
59_PrFP_future.txt,1,111,1,3.01,96.22,1,7.93,14.41,97.3,83.78,68.47,15.32,5.41,1.8,1.8,0,0,0.9,9.91,11.71,3.6,0,11.71,15.32,17.12,12.61,5.41,23.42,8.11,0.9,2.7,1.8,0.9,0,23.42,4.5,18.92,4.5,1.8,1.8,4.5,1.8,7.21,0,10.81,1.8,7.21,2.7,0,2.7,0,1.8,0,1.8,7.21,3.6,0,0,1.8,0,1.8,3.6,0,0,0,0,0,0,0,0,0.9,0,0,0.9,0,0,2.7,1.8,1.8,0,0,0,0,0,0.9,0,0,2.7,0,0,0,0,0,0,17.12,9.91,0.9,1.8,6.31,0,0,1.8,8.11,0.9,14.41,1.8,0,0,0,0,0,35.14,11.71,0.9,0.9,0,7.21,14.41
59_PrFP_past.txt,1,94,4.21,1,98.23,1.45,9.4,9.57,97.87,81.91,67.02,18.09,12.77,11.7,0,0,0,1.06,5.32,10.64,4.26,0,12.77,17.02,12.77,6.38,2.13,23.4,10.64,5.32,3.19,2.13,0,1.06,20.21,3.19,15.96,7.45,2.13,3.19,1.06,0,4.26,1.06,7.45,1.06,4.26,1.06,0,1.06,0,0,0,2.13,8.51,4.26,0,0,0,1.06,0,4.26,0,0,0,0,5.32,1.06,4.26,0,1.06,0,0,1.06,0,0,2.13,1.06,1.06,0,0,0,0,0,0,2.13,0,0,1.06,0,2.13,0,1.06,0,8.51,5.32,1.06,0,3.19,1.06,0,0,6.38,8.51,6.38,0,0,0,0,0,0,18.09,10.64,3.19,0,0,2.13,2.13
59_PrFP_present.txt,1,385,20.83,1.29,96.4,1,12.83,13.77,97.14,80,62.86,18.18,12.21,11.17,0,0.52,0.26,0,5.97,17.4,4.94,1.04,12.99,7.53,7.79,9.35,2.34,18.44,6.49,5.45,1.82,1.04,0.52,0.26,12.99,5.97,7.01,1.82,1.3,0.52,1.82,0.26,1.56,0,9.61,1.04,7.01,5.19,0.78,4.16,0.26,0.78,2.08,1.3,7.01,3.38,0,0,1.3,0,2.34,2.6,1.04,0,0.78,0.26,0,0,0,0,4.16,0.52,1.04,2.08,0,0.52,3.12,1.82,1.04,0,0.26,0,0,0.52,0.52,1.04,0,2.34,0,0,0.26,0,0.52,0,7.53,7.53,0,1.04,5.71,0.26,0,0.78,7.53,8.31,2.34,0.52,0.78,0.26,0.52,0,0,11.69,7.27,2.86,0.26,0,0.78,0.52
60_PrFP_future.txt,1,147,25.68,1,98.78,1.12,18.38,13.61,95.24,82.31,67.35,12.24,10.2,7.48,2.72,0,0,0,2.04,12.24,8.16,0.68,16.33,11.56,10.2,10.88,4.76,23.13,3.4,2.04,4.76,4.08,0,0.68,16.33,1.36,14.97,4.08,0.68,3.4,4.08,0,8.84,0,6.12,1.36,4.76,2.04,0.68,1.36,1.36,0,0,0,8.16,3.4,0,0,0,0,3.4,4.08,0,0.68,0,0,0,0,0,0,2.04,1.36,0,0.68,0,0,5.44,5.44,4.76,0.68,0,0,0,0,0,1.36,1.36,0,0,0,0,0,0.68,0.68,9.52,6.12,0,2.04,4.08,0,0,1.36,7.48,1.36,8.84,3.4,0,0,0,0,0,9.52,5.44,0.68,0,0,0.68,2.72
60_PrFP_past.txt,1,285,31.8,1,99,29.71,15.83,11.58,94.74,80.7,65.61,16.14,12.63,11.93,0.7,0,0,0,3.51,13.33,4.91,0.35,16.49,11.58,5.96,8.77,1.75,23.51,8.77,7.02,2.81,1.4,1.4,0,13.33,0.35,12.63,4.21,1.75,1.75,1.4,0,5.26,0.7,3.86,2.11,1.4,2.11,1.05,0.7,0.7,0,0,0,3.51,1.4,0,0,0,0,0.35,1.05,0,0,0,0,0.35,0,0,0.35,7.02,2.11,0.35,4.21,0.35,0,2.81,1.75,1.4,0.35,0,0,0,0.7,0,1.4,0,1.05,0,0.7,0,0,0.35,0,13.68,8.07,0,2.11,5.26,0.35,0,0.35,6.32,7.37,7.02,2.81,0,0,0,0,0,11.23,6.67,3.86,0,0,0,0.7
60_PrFP_present.txt,1,327,26.68,1.85,95.06,1.18,16.35,12.23,97.55,81.35,63.3,16.51,12.84,10.7,1.53,0,0.31,0,3.67,13.46,6.12,0.61,14.07,12.23,5.2,7.65,3.36,22.94,7.65,4.28,4.89,3.36,0.31,1.22,12.23,1.53,10.09,1.83,0.31,2.45,1.22,0.92,4.28,0,7.34,1.83,5.2,3.98,0.61,3.06,0.61,0.31,0.61,0,7.95,2.75,0,0,0.31,0,1.22,4.59,0.92,0.92,1.22,0.31,1.22,0,0,1.22,6.12,1.22,2.14,2.14,0.61,0,5.2,4.28,2.75,0.31,0.31,0,0,0,0.31,1.22,0.31,1.22,0,0.31,0.31,0,1.22,0.31,7.65,10.4,0.31,2.45,7.34,0.61,0.31,0.92,3.36,11.93,1.83,0,0.31,0,0.31,0,0,9.48,6.12,2.45,0,0,0,0.92
61_PrFP_future.txt,1,196,6.81,1,96.41,1,19.6,12.24,97.45,85.71,65.82,19.9,15.82,14.29,1.02,0,0,0.51,4.08,9.69,3.57,0.51,14.29,12.24,10.2,6.63,5.1,23.98,9.18,2.55,2.55,1.53,0,1.02,22.96,1.02,21.94,7.14,2.04,6.63,5.61,1.02,3.06,0,8.16,1.53,6.63,4.59,0,4.59,2.04,0,0,0,5.61,2.04,0,0,0.51,0,1.02,2.55,0,0,0,0,0,0,0,0,1.02,0.51,0,0.51,0,0,3.06,3.06,3.06,0,0,0,0,0,0,0,2.04,2.04,0,0,0,0,1.02,0,12.24,11.22,0.51,0.51,4.59,0,0,5.61,5.1,1.53,13.27,0.51,0,0,0,0,0,12.76,4.59,1.53,0,1.02,4.59,1.02
61_PrFP_past.txt,1,211,16.54,1,99,1,17.58,14.22,96.68,79.62,66.82,16.11,11.85,11.85,0,0,0,0,4.27,11.37,2.84,0,16.11,10.43,11.37,9,1.42,16.59,9.95,7.58,2.37,0.95,0.47,0.95,19.43,1.42,18.01,4.27,1.42,2.84,3.79,0.47,5.69,0,8.53,1.42,7.11,3.32,0.47,2.84,1.9,0,0,0,3.32,0.95,0.47,0,0,0,0,0.95,0.47,0.47,0,0,0,0,0,0,1.42,0,0.95,0,0.47,0,2.84,2.84,2.37,0,0,0,0,0,0,0,0.95,0.95,0.47,0,0,0,0.47,0,7.58,8.06,0,0,6.64,0,0,0.95,7.11,10.43,1.42,0.95,0,0,0,0,0,10.9,6.16,1.9,0,0,1.42,1.42
61_PrFP_present.txt,1,244,63.86,4.17,91.88,1.96,15.25,14.34,96.72,75.41,58.61,15.16,11.48,10.66,0.41,0,0,0,3.69,14.75,8.2,0,15.98,6.15,6.15,7.79,0.82,15.98,7.38,6.56,5.74,1.64,3.69,0.41,8.2,0.41,7.79,4.51,0.82,0.82,0,0.41,0.82,0,11.07,3.69,6.56,6.15,2.05,3.28,1.23,0.41,1.64,0,7.38,3.28,1.23,0,0.41,0.41,0.41,2.05,0,0.41,0,0,0,0,0,0,3.28,0.41,0.41,2.05,0.41,0,4.1,2.87,2.05,0,0.82,0,0,0.41,0,0,0.41,0.82,0,0,0,0.41,0.82,0,7.79,11.07,0,1.64,5.74,0.41,0,2.87,3.28,6.15,4.51,0,0,0,0,0,0,8.2,6.15,0.41,0,0.41,0.41,0.82
62_PrFP_future.txt,1,193,17.25,2.04,99,82.76,16.08,12.95,95.34,79.27,63.21,13.99,10.88,8.81,1.55,0,0,0.52,3.11,13.99,3.11,1.55,14.51,11.92,8.81,8.29,3.63,24.35,5.18,6.22,5.18,3.63,1.55,0,19.69,4.15,15.54,2.59,0.52,3.63,2.59,1.04,5.18,0,7.25,5.7,1.55,2.59,2.59,0,0,0,0,0,6.22,1.55,0,0,0,0.52,0.52,4.15,0,1.55,0,0.52,0,0,0,0,7.25,3.11,1.55,2.07,0.52,0,1.55,1.55,1.55,0,0,0,0,0,0,0,1.55,1.04,0,0,0,0,0,0.52,7.77,11.4,0.52,4.15,7.77,1.04,0,0,6.74,9.84,1.55,0,0,0,0,0,0,19.17,5.7,6.22,0,0,1.04,6.22
62_PrFP_past.txt,1,241,39.94,5.9,97.59,25.6,16.07,12.45,97.1,76.35,63.49,14.94,12.03,10.79,0,0,0.41,0.83,2.9,16.18,8.3,0.83,14.52,10.37,8.71,7.05,1.66,18.26,7.05,3.73,7.05,5.39,0.83,0.83,14.94,3.73,11.2,2.9,0.41,1.24,4.56,2.07,3.73,0.41,2.9,1.66,1.24,1.66,1.66,0,0,0,0,0,9.96,2.9,1.66,0,0,0,0,7.47,0,2.07,0.41,0.41,0,0,0,0,5.39,2.9,0.83,1.66,0,0,1.66,1.24,1.24,0,0,0,0,0,0,0.41,0.83,0.41,0,0,0,0,0,0.41,9.54,5.81,0.41,2.07,4.56,0.41,0,0,6.64,11.62,0.83,1.66,0,0,0,0,0,14.94,6.22,5.39,0,0,0.41,2.9
62_PrFP_present.txt,1,375,32.9,1.83,88.72,4.02,17.86,16.8,96.53,79.47,64,18.93,14.4,13.07,1.07,0,0,0.27,4.53,15.73,5.87,1.33,15.2,9.87,5.87,7.2,1.6,20.53,5.6,5.33,6.93,5.33,1.87,0,14.67,1.6,13.07,1.33,3.2,1.87,1.87,2.4,3.47,0,6.93,2.4,4.53,2.13,0.53,1.6,0,0,0.53,0,8.53,3.2,0,0,0.27,0.53,0.27,4.8,0.53,1.6,0,2.13,0.27,0,0,0.27,4.53,0.53,0.27,2.93,0.8,0,3.73,2.67,2.13,0,0.53,0,0,0.53,0,0.53,0.27,1.87,0.53,0,0.53,0,0.8,0,8.27,6.13,0.8,1.87,3.47,0.27,0,0.27,3.47,11.47,0.53,0.8,0.53,0.27,0.27,0,0,11.73,6.13,0.53,0,0,1.33,3.73
64_PrFP_future.txt,1,52,21.6,1,99,4.87,17.33,11.54,98.08,84.62,75,11.54,7.69,7.69,0,0,0,0,3.85,15.38,11.54,0,13.46,15.38,11.54,9.62,3.85,21.15,3.85,7.69,0,0,0,0,21.15,1.92,19.23,7.69,0,1.92,5.77,0,7.69,0,5.77,1.92,3.85,0,0,0,0,0,0,0,1.92,1.92,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,7.69,15.38,0,0,11.54,0,0,1.92,5.77,0,5.77,3.85,0,0,0,0,0,26.92,5.77,1.92,0,0,0,19.23
64_PrFP_past.txt,1,118,27.17,1,99,20.23,16.86,10.17,97.46,77.12,67.8,18.64,12.71,12.71,0,0,0,0,5.93,14.41,5.93,0.85,16.95,12.71,5.93,5.93,4.24,21.19,0,5.08,1.69,1.69,0,0,19.49,4.24,13.56,3.39,0,3.39,2.54,0,4.24,0.85,3.39,1.69,1.69,0.85,0,0.85,0.85,0,0,0,6.78,0.85,0,0,0,0.85,0,1.69,0,0.85,0,0,0,0,0,0,0.85,0,0,0.85,0,0,6.78,5.93,4.24,0,0,0,0,0,0,0,0.85,0,2.54,0,0,0,0,0,9.32,11.02,0,1.69,10.17,0,0,0.85,6.78,7.63,5.08,2.54,0,0,0,0,0,9.32,5.93,1.69,0,0,0,1.69
64_PrFP_present.txt,1,225,50.35,7.28,90.46,20.23,18.75,12,95.56,76.89,59.11,14.22,11.56,8.44,0.44,0,1.33,0.89,2.67,14.67,5.78,0.89,16.44,8.44,6.22,8,1.78,18.67,9.78,3.56,3.56,2.22,1.33,0,9.78,0,9.78,3.11,0.89,1.33,0.89,0,4.44,0,7.11,3.56,3.56,2.67,0.44,2.22,0.44,0.44,0.44,0,9.33,2.67,0,0,0,0.44,1.78,6.22,2.22,0.44,0,2.67,0.44,0,0,0.44,4,0.44,1.33,2.22,0,0,2.67,1.33,1.33,0,0,0,0,0,0,0,0.44,0.89,0,0,0,0,0.89,0,6.22,11.56,0,3.11,6.22,0.89,0,1.33,2.67,11.11,1.33,0,0,0,0,0,0,10.67,5.33,4,0,0,0,1.33
66_PFPr_future.txt,1,151,52.02,47.92,62.45,2.49,15.1,21.85,92.72,68.87,54.3,4.64,1.99,0,0.66,0,0,1.32,2.65,9.27,7.28,0,14.57,10.6,14.57,7.28,0.66,20.53,5.3,1.99,2.65,0.66,1.32,0.66,13.91,1.32,12.58,3.97,5.3,0.66,1.32,0.66,2.65,0,6.62,1.99,4.64,1.99,0,1.99,1.32,0,0.66,0,5.96,0.66,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,3.31,0,0,3.31,0,0,5.96,4.64,3.31,0,0,0,0,0,0,1.32,0,0.66,0,0,0,0,0.66,1.32,9.93,8.61,0,1.99,5.3,1.99,0,0,6.62,5.96,7.28,1.32,0,0,0,0,0,10.6,5.96,2.65,0.66,0,0,1.32
66_PFPr_past.txt,1,113,36.13,3.23,99,20.23,18.83,20.35,95.58,76.11,61.06,9.73,5.31,5.31,0,0,0,0,4.42,15.93,7.08,0.88,14.16,8.85,8.85,13.27,1.77,16.81,6.19,4.42,0,0,0,0,19.47,2.65,16.81,9.73,0.88,0.88,2.65,0.88,4.42,1.77,5.31,2.65,2.65,1.77,1.77,0,0,0,0,0,4.42,0.88,0,0.88,0,0,0,0.88,0,0,0,0,0,0,0,0,0.88,0.88,0,0,0,0,5.31,4.42,3.54,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0.88,0.88,11.5,7.08,0.88,0.88,3.54,0.88,0,0.88,9.73,5.31,7.08,1.77,0,0,0,0,0,8.85,5.31,1.77,0,0,0,1.77
66_PFPr_present.txt,1,118,25.06,4.9,94.87,11.57,16.86,18.64,88.14,69.49,61.02,9.32,4.24,4.24,0,0,0,0,5.08,7.63,6.78,0,13.56,9.32,13.56,11.86,1.69,13.56,5.08,0.85,0,0,0,0,13.56,0,13.56,2.54,6.78,0,0,1.69,4.24,0,4.24,1.69,2.54,0,0,0,0,0,0,0,6.78,2.54,0,0.85,0.85,0,0.85,0.85,0,0,0,0,0.85,0,0,0.85,2.54,0,0,2.54,0,0,2.54,1.69,1.69,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.85,8.47,9.32,0.85,0,6.78,1.69,0,0,9.32,11.02,1.69,0,0,0,0,0,0,10.17,5.08,3.39,0,0,0,1.69
68_PFPr_future.txt,1,146,6.08,32.36,94.05,73.75,16.22,13.01,98.63,84.93,61.64,16.44,8.9,5.48,0,3.42,0,0,7.53,7.53,4.79,1.37,10.96,10.96,11.64,10.96,2.74,22.6,13.01,3.42,2.05,1.37,0.68,0,18.49,1.37,17.12,6.16,4.11,3.42,1.37,1.37,2.05,0,4.79,4.11,0.68,0.68,0.68,0,0,0,0,0,10.27,1.37,0,0,0,0,0,5.48,0,1.37,0,0,0,0,0,0,3.42,0,0,3.42,0,0,2.05,2.05,2.05,0,0,0,0,0,0,1.37,0,2.05,0,0,0,0,0,2.05,22.6,8.9,0,0.68,4.79,0,0,3.42,10.96,2.74,9.59,1.37,0,0,0,0,0,17.81,6.16,3.42,0,0,4.79,3.42
68_PFPr_past.txt,1,275,32.51,1.78,92.82,95.16,17.19,13.82,98.55,74.18,57.45,18.55,11.64,11.64,0,0,0,0,6.91,14.18,2.91,1.45,14.91,8.36,5.09,7.27,1.09,17.45,7.27,7.64,6.91,2.18,4.36,0.36,13.45,2.91,10.55,2.55,1.45,2.91,1.82,0.73,1.82,0,11.27,8.36,2.55,5.45,4.36,0.73,0.36,0,0.36,0,6.18,1.82,0.36,0,0,0.36,0.36,2.18,0,0.73,0,0,0.36,0.36,0,0,6.91,0.73,0.73,5.45,0.36,0,1.82,1.45,1.45,0,0,0,0,0.36,0,1.09,0,2.55,0.73,0,0,0.73,0,0.36,15.27,7.27,0,2.18,5.45,0,0,1.09,5.45,4.36,4.36,1.45,0,0,0,0,0,18.91,6.55,8.73,0,0,1.45,2.18
